,raw,processed,label,Predict
6217,"Mengkritik adalah hal yang sangat wajar selama kritikan itu masih dalam batas wajar dan proporsional, bukan menebar provokasi atas penerapan PPKM.
#PandemiBukanPanggungPolitik
https://t.co/YLjEVDML8w",mengkritik adalah hal yang sangat wajar selama kritikan itu masih dalam batas wajar dan proporsional bukan menebar provokasi atas penerapan ppkm,1,2
1897,@anccxiety PPKM ( Pusing Pikiran Karena Merindu) yhaaaaà,ppkm pusing pikiran karena merindu ya,1,0
4692,Mfud gak ada Akhlak gak Peka sm keadaan Rakyat yang menderita dengannya ada Pandemi di Tambah kebijakan PPKM https://t.co/fHeHXUXaIn,mfud enggak ada akhlak enggak peka sama keadaan rakyat yang menderita dengannya ada pandemi di tambah kebijakan ppkm,0,0
6196,@BramastaVerrell @YouTube Kalo udah gak ppkm kalian nge gym bareng atau challenge bowling ya ajak baby team juga @BramastaVerrell @15natashawilona,jika sudah enggak ppkm kalian nge gym bareng-bareng atau challenge bowling iya ajak baby team juga,1,1
712,@EW1jaya Apa hubungannya ppkm darurat dengan mesjid,apa hubungannya ppkm darurat dengan mesjid,1,1
9775,@mohmahfudmd Kalo gitu bapak setuju ga PPKM diperpanjang? Biar bisa khatam nonton sinetronnya,jika begitu bapak setuju tidak ppkm diperpanjang supaya bisa khatam menonton sinetronnya,1,1
8786,@KompasTV Rakyat kelaparan ga dilaporin akibat dampak PPKM yg membatasi mrk utk berdagang dan bekerja,rakyat kelaparan tidak dilaporin akibat dampak ppkm yang membatasi mereka untuk berdagang dan bekerja,0,0
9116,"Siapa yang mau juga terus terusan dibatasi dalam beraktivitas,apalagi untuk seseorang yg penghasilannya harian.. Ayo taat Prokes ketat dan dukung PPKM agar angka Positif covid19 segera menurun dan PPKM di hentikan. 

#StopBebalPatuhiAturanPPKM https://t.co/KrxZ0J1AHe",siapa yang mau juga terus terusan dibatasi dalam beraktivitas apalagi untuk seseorang yang penghasilannya harian ayo taat prokes ketat dan dukung ppkm agar angka positif covid segera menurun dan ppkm di hentikan,2,2
1472,"@cigaraftrsad @___marginarcana ohhh iyaaa dongg, ppkm beres gass main",oh iya dong ppkm beres tidak main,1,0
2456,"Ppkm : pengen peluk kamu mas

👻👻👻",ppkm mau peluk kamu mas,1,1
3333,"Prokes diperketat yuk biar PPKM gak dilanjut lagi, makin susah kalo sampe dilanjut lagi. Stay safe &amp; healthy🙏 https://t.co/MQSfg9zedq",prokes diperketat yuk supaya ppkm enggak dilanjut lagi makin susah jika sampai dilanjut lagi tinggal safe amp healthy,2,2
8632,"Pagi min @CommuterLine , selama PPKM Mikro, jadwal KRL jadi berubah atau tidak ya?",pagi min selama ppkm mikro jadwal krl jadi berubah atau tidak iya,1,1
2818,Ppkm jgn diperpanjang plis:(,ppkm jangan diperpanjang plis,0,0
6480,"Terus semalem aku ke borma, sepanjang jalan kagak ada social distancing nya, kagak ada rasa PPKM nya samsek, pada ga pake masker pula 😩",terus semalem saya ke borma sepanjang jalan tidak ada social distancing nya tidak ada rasa ppkm nya sama sekali pada tidak pakai masker pula,0,0
212,"PSBB: 
Pembatasan Sosial Sersekala Besar
PPKM:
Pemberlakuan Pembatasan Kegiatan Masyarakat
Selamat menikmati aturan baru dari
Pemerintah 😁🤭",psbb pembatasan sosial sersekala besar ppkm pemberlakuan pembatasan kegiatan masyarakat selamat menikmati aturan baru dari pemerintah,1,1
7585,@tubirfess Ya ppkm kan ada gr² kasusnya naik.. naik trs.. Semoga level ppkm gak kaya wafer tang0,iya ppkm kan ada gara kasusnya naik naik terus semoga level ppkm enggak kayak wafer tang,1,1
3798,"Bukannya gak mau Bantu Rakyat saat PPKM. cuma nanti Kalo dibantu...Bisa Bangkrut negara ini, trus Ngutang Lagi, Mau Jual Aset apalagi, ini aja udah byk yg tergadai.

Udah tidur aja ya Mblo... 🤭🤣",bukannya enggak mau bantu rakyat saat ppkm cuma nanti jika dibantu bisa bangkrut negara ini terus ngutang lagi mau jual aset apalagi ini saja sudah banyak yang tergadai sudah tidur saja iya jomblo,0,0
1010,Pengen banget PPKM seperti pak @mohmahfudmd . Gimana caranya ya biar PPKM tetep dapat 100jt tiap bulan?,mau banget ppkm seperti pak bagaimana caranya iya supaya ppkm tetap dapat juta tiap bulan,1,1
323,"Selamat pagi, hari ppkm kedua dan masih harus brngkt kerja.. KAPAN LIBUR NYAA SI https://t.co/idP4HQx8oc",selamat pagi hari ppkm kedua dan masih harus berangkat kerja kapan libur nya sih,0,0
9063,@ririsein Terhalang ppkm kerjaan akumah huhuhu,terhalang ppkm pekerjaan akumah huhuhu,0,0
8707,@kumparan Percuma PPKM darurat kalo bandara tetap dibuka untuk orang asing khususnya TKA CINA,percuma ppkm darurat jika bandara tetap dibuka untuk orang asing khususnya tka cina,0,0
5814,"@coowookk @collegemenfess Hei, pssstt.. wkwk
Ga boleh rame rame disananyaa, dibatasi masih ppkm",hei pstt wkwk tidak boleh ramai ramai disananyaa dibatasi masih ppkm,0,1
8826,"PPKM DARURAT 
TANGGAL 3 - 20 Juli 2021

- Penyekatan di pintu tol madyopuro / karanglo.
- Melakukan pembatasan mobilitas kegiatan masyarakat mulai pukul 20. 00 Wib dan memberlakukan jam malam.
- operasi yustisi dilakukan pada pagi, siang, dan malam hari. https://t.co/VcrgA01QrK",ppkm darurat tanggal juli penyekatan di pintu tol madyopuro karanglo melakukan pembatasan mobilitas kegiatan masyarakat mulai pukul wib dan memberlakukan jam malam operasi yustisi dilakukan pada pagi siang dan malam hari,1,1
5314,@ridwankamil pak tolong😭😭rmh sy mau dilelang SM bank HR ini Krn selama covid&amp;ppkm ibu sy GK bs bayar cicilan😭😭dagang sepi pak selama covid😭gk minta uang pak.cuma minta dibantu dispensasi wkt pembayaran😭@jokowi @KemensosRI@BimaAryaS,pak tolong rumah saya mau dilelang sama bank hari ini karena selama covid amp ppkm ibu saya gak bisa bayar cicilan dagang sepi pak selama covid gak meminta uang pak cuma meminta dibantu dispensasi waktu pembayaran,0,0
2055,beres ppkm hrus ngumpulin hard copy dan buku perpus biar ga lupa😭,beres ppkm harus ngumpulin hard copy dan buku perpus supaya tidak lupa,1,1
1891,"@UyokBack PPKM Level 1  bungkus daon pisang
PPKM Level 2  bungkus kertas nasi karet 2
PPKM Level 3  bungkus kertas nasi disobek
PPKM Level 4  bungkus kotak nasi kertas
dah kaya nasi uduk 🤦‍♂️",ppkm level bungkus daon pisang ppkm level bungkus kertas nasi karet ppkm level bungkus kertas nasi disobek ppkm level bungkus kotak nasi kertas sudah kayak nasi uduk,1,0
6050,Mo0ts ceritain dong hidup sehat selama ppkm versi kalian😍😍,mau penulis ceritain dong hidup sehat selama ppkm versi kalian,1,1
2373,"kan...kan..kan..gara2 PPKM darurat, lupa brapa vonis Eddy Binur dan Juliardi bansos.. ??",kan kan kan gara ppkm darurat lupa berapa vonis eddy binur dan juliardi bansos,0,0
8143,gimana ni kabar ppkm??,bagaimana ini kabar ppkm,1,1
9181,"@tribunnews Pasal2nya aja utk sanksi bagi pelanggar UU kekarantinaan saja yg dicomot, sedangkan pemenuhan kebutuhan hidup bagi rakyat selama PPKM tdk dipenuhi.",pasal nya saja untuk sanksi bagi pelanggar uu kekarantinaan saja yang dicomot sedangkan pemenuhan kebutuhan hidup bagi rakyat selama ppkm tidak dipenuhi,0,0
1795,ppkm diperpanjang sampai monsta x bikin self mv lagi,ppkm diperpanjang sampai monsta buat self mv lagi,1,1
9738,Derita Yang harus taat terhadap ppkm tapi harus makan apa sih? Intensif yg berwenang juga belum ada. https://t.co/essCgZDmrB,derita yang harus taat terhadap ppkm tapi harus makan apa sih intensif yang berwenang juga belum ada,0,0
2412,@sbyfess PPKM su,ppkm su,1,1
8839,"#BersamaUntukWarga 
Saling bantu ditengah Pandemi n PPKM Darurat! https://t.co/HWHO73hab7",saling bantu ditengah pandemi ppkm darurat,2,2
5271,@MasSam45624844 @wong_ndeso169 PPKM mas.,ppkm mas,1,1
4906,"@detikcom Laporkan, cukup... Nggak usah lebay pake didatengin ke rumahnya, minta tolong KBRi segala... PPKM woooy... 😠😡🤬",laporkan cukup tidak perlu berlebihan pakai didatangi ke rumahnya meminta tolong kbri segala ppkm woy,0,1
7893,"Kangen dengan Eyang Presiden Soeharto...??? Eyang ketawa geli PPKM diperpanjang...😀😀👍
Lihat video Anne! #TikTok https://t.co/qD1UoskniO",kangen dengan eyang presiden soeharto eyang ketawa geli ppkm diperpanjang lihat video anne,1,0
774,@besokconge aahhh ppkm juga? tapi kek gak ppkm sih daerah rumahku wkwk,aah ppkm juga tapi kayak enggak ppkm sih daerah rumahku wkwk,0,1
2754,kalo ppkm beneran diperpanjang sampe 6 minggu gatau lagi dah :(,jika ppkm benaran diperpanjang sampai minggu enggak tau lagi sudah,0,0
871,"#BersamaUntukWarga 
Saling bantu ditengah Pandemi n PPKM Darurat! https://t.co/HWHO73hab7",saling bantu ditengah pandemi ppkm darurat,2,2
7191,@PutraWadapi Katanya PPKM kok dilanggar sendiri?,katanya ppkm kok dilanggar sendiri,0,0
6055,Tips rawat mobil di masa PPKM agar tetap di kondisi optimal https://t.co/K67JJBW3I6,tips rawat mobil di masa ppkm agar tetap di kondisi optimal,1,2
5156,"@San1Mu @detikcom Ga kenal juga kan istilah PSBB, PPKM, level 1 - 4, PPKM darurat.",tidak kenal juga kan istilah psbb ppkm level ppkm darurat,1,1
9547,ppkm di perpanjang lagi?,ppkm di perpanjang lagi,1,1
3037,DEMI ALLAH PPKM PPKM FAEDAHNYA APA SIH😭😭😭 NYUSAHIN SEGALA-GALA,demi allah ppkm ppkm faedahnya apa sih menyusahkan segala gala,0,0
5532,"PPKM setahun bisa ga, @jokowi? 🤔 https://t.co/Sn2qLqwlt3",ppkm setahun bisa tidak,1,1
1220,"@jokowi Pak presiden @jokowi saran saja.rakyat susah diatur,dimana mana ada perlawanan PPKM.sebaiknya semua dibebaskan saja kayak awal,anggap covid gak ada..biarkan seleksi alam bekerja.yg mau prokes,silahkan.yg gak mau juga silahkan..hitung2 mengurangi jlh org bebal pak.",pak presiden saran saja rakyat susah diatur dimana mana ada perlawanan ppkm sebaiknya semua dibebaskan saja seperti awal anggap covid enggak ada biarkan seleksi alam bekerja yang mau prokes silakan yang enggak mau juga silakan hitung mengurangi jlh orang bebal pak,0,0
9694,Bersama taat aturan PPKM Darurat Level 4 #RedamPandemiJagaNKRI https://t.co/mUnZYqMEV3,bersama taat aturan ppkm darurat level,2,2
9529,"@VIVAcoid PPKM tetap yang terbaik saat ini, kebutuhan pasti akan dibantu pemda nya..",ppkm tetap yang terbaik saat ini kebutuhan pasti akan dibantu pemerintah daerah nya,2,2
408,"@Separoh_Kumis @RiantiDiani Hiduplah di waktu sekarang. Saat ini. Jangan
halu akan masa lalu. Masa depan tak ada
yang tau. Lakukan yang terbaik 
Catat pantangan utamanya:
mengeluh, ikuti PPKM stay at home dan taat PROKES ❤",hiduplah di waktu sekarang saat ini jangan halu akan masa lalu masa depan tidak ada yang tahu lakukan yang terbaik catat pantangan utamanya mengeluh ikuti ppkm tinggal at rumah dan taat prokes,2,2
6310,@Bank_Aconk Patuhi PPKM,patuhi ppkm,2,2
7669,"@sayname___ tp setelah psbb dan ppkm menyerang, semuanya berubah :""",tapi setelah psbb dan ppkm menyerang semuanya berubah,0,1
7229,@Askrlfess ga pernah. kasian. ppkm juga.,tidak pernah kasihan ppkm juga,0,1
4801,"Dukung perpanjangan PPKM. 
Kami Bersama Jokowi https://t.co/TJsWk96ymf",dukung perpanjangan ppkm kami bersama jokowi,2,2
6377,Aduh ppkm level levelan ini bener2 republik makaroni ngehe,aduh ppkm level levelan ini benar republik makaroni kesal,0,0
6673,ppkm batam berakhir hari ini (?),ppkm batam berakhir hari ini,1,1
8522,@haris_patsy Masa kalah sama ppkm,masa kalah sama ppkm,1,1
8394,@JPFBASE ppkm uniqlo buka gak ya,ppkm uniqlo buka enggak iya,1,1
6523,@txtdarigajelas Di bingung mencari jalan keluar ppkm,di bingung mencari jalan keluar ppkm,0,0
9774,"Atau cara penertiban PPKM kaya gini nih, masih banyak kok cara untuk memanusiakan manusia.
Enaak kan? Tanpa ada pukul-pukulan.
Merendah tidak akan menjatuhkan martabat aparat kok.
Apalagi ditambah kedermawanan.
Toh sama-sama mahkluk Tuhan, sama-sama cari makan.
Semangat!! https://t.co/zniOye0M29",atau cara tertib ppkm kayak begini ini masih banyak kok cara untuk memanusiakan manusia enaak kan tanpa ada pukul pukulan merendah tidak akan menjatuhkan martabat aparat kok apalagi ditambah kedermawanan toh sama sama mahkluk tuhan sama sama cari makan semangat,1,2
2766,@txtdrcringe Ya ga sehat tuh PPKM eh mlh korupsi. Apalagi korupsi dana bansos,iya tidak sehat itu ppkm eh malah korupsi apalagi korupsi dana bansos,0,0
7636,Pacaran 20 menit rasa makan pas ppkm. Diburu buru &amp; dipantau.,pacaran menit rasa makan pas ppkm diburu buru amp dipantau,1,1
5379,smoga uda ga diperpanjang lgi nih ppkm gw uda mulai agak jenuh ya bund di ruma,semoga sudah tidak diperpanjang lagi ini ppkm aku sudah mulai agak jenuh iya bunda di ruma,0,0
7194,@enakpakebanget capek ppkm kak:(,cape ppkm kak,0,0
8404,"Masa iya kamu mau Pandemi panjang terus. Jadi taati aturan PPKM Yaa. Jangan nakal keluyuran kalo gak ada kepentingan. Ingat, semua orang punya hak keluar dari Pandemi ini. https://t.co/wFdG6Nk3zv",masa iya kamu mau pandemi panjang terus jadi taati aturan ppkm ya jangan nakal keluyuran jika enggak ada kepentingan ingat semua orang punya hak keluar dari pandemi ini,2,2
4215,PPKM cepatlah berlalu,ppkm cepatlah berlalu,1,0
1418,@arbnputr @reinaldomaramis @catsedih siapa juga yang ngomong prokes sama ppkm sama.di baca dulu mas broww,siapa juga yang bicara prokes sama ppkm sama di baca dulu mas broww,1,1
3127,Ppkm. Pelan-pelan kita menggendut. 😪,ppkm pelan pelan kita menggendut,1,1
1373,"@perupadata @PutraWadapi Konsisten ditest bahkan dinaikkan sesuai ketentuan dan bila kasus baru turun maka ppkm dpt dinyatakan berhasil.
Kl bila seperti ini namanya akal-akalan aja.
Jangan membodohi dgn berita seolah-olah baik yg justru akan membahayakan.
Tetap jaga kesehatan badan dan pikiran.",konsisten ditest bahkan dinaikkan sesuai ketentuan dan bila kasus baru turun maka ppkm dapat dinyatakan berhasil kalo bila seperti ini namanya akal akalan saja jangan membodohi dengan berita seolah olah baik yang justru akan membahayakan tetap jaga kesehatan badan dan pikiran,0,2
3160,"@fjrarfn @EkaWahy53997626 Yang bisa saya lakukan cuma mengingatkan kak biar pandemi ini cepat reda, sama saya juga sudah capek ppkm. Tapi melihat kenyataan di indonsia yang pandeminya masih sangat tinggi. jangan malah buat statment covid itu hoax menakuti2 orang memperkeruh keadaan dll",yang bisa saya lakukan cuma mengingatkan kak supaya pandemi ini cepat reda sama saya juga sudah cape ppkm tapi melihat kenyataan di indonsia yang pandeminya masih sangat tinggi jangan bahkan buat statment covid itu isu bohong menakuti orang memperkeruh keadaan dan lain-lain,0,0
7429,"@asri1_bro @BossTemlen Apapun yang dilakukan PakDhe buat kerumunan gak apa-apa, bebas....., sak karepmu. Rakyat sudah bosan PPKM",apapun yang dilakukan pakdhe buat kerumunan enggak apa apa bebas sak karepmu rakyat sudah bosan ppkm,0,0
8069,"@Sukirno08192311 Semangat PPKM
MERDEKA💪💪💪🇮🇩🇮🇩",semangat ppkm merdeka,2,2
9581,@jollee__ Suka canda tuh ppkm,suka canda itu ppkm,1,1
8371,Pas di saat PPKM https://t.co/wL7GEjkeJE,pas di saat ppkm,1,1
8406,@RAINB0WPEACH Disinii masih ppkm,disinii masih ppkm,1,1
3154,"gimana jga gaji tetep ngalir, anak isteri tetep makan beda sama pedagang yg dengan alasan melanggar aturan jadi harus kena amuk, kena sita, kena denda. kesel bgt liat arogansi petugas selama ppkm.

konteks: lrt",bagaimana juga gaji tetap mengalir anak isteri tetap makan beda sama pedagang yang dengan alasan melanggar aturan jadi harus kena amuk kena sita kena denda kesal banget lihat arogansi petugas selama ppkm konteks lrt,0,0
4139,"@bogorfess_ Naik kereta pas ppkm cuma bisa buat yg kerja dan vaksin nder, jadi aku ga pernahh",naik kereta pas ppkm cuma bisa buat yang kerja dan vaksin brother jadi saya tidak pernahh,1,1
8880,"@cheffarnolld Nahh, lagian gk yakin after ppkm case covid ny bakal menururn 🤦‍♂️",nah lagian gak yakin setelah ppkm case covid nya bakal menururn,0,0
2526,"PPKM : 
Pelan Pelan Ku Merindukanmu

👉👈",ppkm pelan pelan ku merindukanmu,1,1
5190,"@Anyaselalubenar Ppkm, ntar ya klo ppkm dah kelar gw kerumah",ppkm nanti iya kalau ppkm sudah kelar aku kerumah,1,1
6583,"Bismillah,
Pagi ini gowes atau lari, lari aja lah 
Lari dari PPKM /perbuatan percobaan kepoin mantan.",bismillah pagi ini mengayuh sepeda atau lari lari saja lah lari dari ppkm perbuatan percobaan mengepoi mantan,1,0
745,"PPKM kah namanya, PSBB, atau apapun itu, tetep aja intinya masjid² ditutup, dan mall² dibatasi jam operasinya, nda ada yg berubah itu.",ppkm kah namanya psbb atau apapun itu tetap saja intinya masjid ditutup dan mall dibatasi jam operasinya tidak ada yang berubah itu,0,0
710,@SiaranBolaLive Di wembley udh gak ppkm ya,di wembley udah enggak ppkm iya,1,1
379,@KING__VADUKA Jadi jelas ... LBP memerintahkan JKW untuk menunjuk LBP sebagai komandan PPKM ...,jadi jelas lbp memerintahkan jokowi untuk menunjuk lbp sebagai komandan ppkm,0,1
6902,"PPKM pelan pelan ku merindu kan mu... 

🤣🤣 https://t.co/qOP0I0YyK1 https://t.co/RYv2ePKR9H",ppkm pelan pelan ku merindu kan mu,1,1
3533,@erroristf @winkxol tau ni kaga sabaran aje masi ppkm,tahu ini tidak sabaran saja masih ppkm,0,0
4682,@kafiradikalis @jokowi Medan baru? Bukan lokasi ppkm darurat kan? Makin ngak paham,medan baru bukan lokasi ppkm darurat kan makin nggak paham,0,0
1608,"orang sejak ppkm jadi makin kreatip ya, salut 🥺🥺 https://t.co/rHqeQwTeWB",orang sejak ppkm jadi makin kreatip iya salut,2,2
5762,@Thinkergurly kalau udah ga PPkm yaa,kalau sudah tidak ppkm ya,1,1
5706,"@Ar1Pangeran Pala kau yg gk ada akal!!!
Tuh rakyat nunggu bantuan imbas dr PPKM, lha kamu enak lapar tinggl jilatin badan pesawat dah kenyang 😂",kepala kamu yang gak ada akal itu rakyat menunggu bantuan imbas dari ppkm lah kamu enak lapar tinggal jilatin badan pesawat sudah kenyang,0,0
5674,Terus yg diomongin selalu kepatuham masyarakat kan ya? Ada ga ngomongin kepatuham petugas? Di posko ppkm aja g ada yg jaga cmn ada kursi2 doang. Plus itu dr berita2 kalau org berkuasa g dipenjara lgsg tp rakyat dipenjara lgsg hem,terus yang diomongin selalu kepatuham masyarakat kan iya ada tidak membicarakan kepatuham petugas di posko ppkm saja ada yang jaga cuman ada kursi doang plus itu dari berita kalau orang berkuasa dipenjara langsung tapi rakyat dipenjara langsung hem,0,0
4241,"Selamat pagi dari kawasan PPKM level 4
#SetorFotoPio 
@piokharisma https://t.co/5w4xkWV8bj",selamat pagi dari kawasan ppkm level,1,1
7197,"libur 2 Minggu aja jadi 2 tahun
dan kalian masih percaya ppkm akan segera selesai?",libur minggu saja jadi tahun dan kalian masih percaya ppkm akan segera selesai,0,1
7961,Ayo siapa yg masih ke gocek sama kebijakan ppkm syalan ini,ayo siapa yang masih ke gocek sama kebijakan ppkm sialan ini,0,0
2405,"Tuhan baikknya, pagi ini hrsnya jualan di tmpt cfd sebelum medan ikut ppkm senin, eh td malam ada yg pesan 100pc buat senin. Jadinya gajadi jualan krn yg ready hr ini udh ada yg pesan jg, jd hrs blanja. Eh pagi ini hujan deras, untung gajadi jualan di cfd:)",tuhan baikknya pagi ini harusnya jualan di tempat cfd sebelum medan ikut ppkm senin eh tadi malam ada yang pesan pc buat senin jadinya tidak jadi jualan karena yang siap hari ini udah ada yang pesan juga jadi harus blanja eh pagi ini hujan deras untung tidak jadi jualan di cfd,1,1
